hotspot_id,CHI,CHI_category,hotspot_rank,dominant_junction,dominant_police_station,explainability
HS_8960145a683ffff,33.52838804470225,Low,1323,No Junction,Basavanagudi,"CHI = 34 | 12.4% Junction, 26.6% Vehicle, 24.8% Violation, 23.5% Density, 8.4% Recurrence, 4.2% Temporal"
HS_8961892ec3bffff,33.52483953466154,Low,1324,No Junction,Jeevanbheemanagar,"CHI = 34 | 8.4% Junction, 28.9% Vehicle, 21.1% Violation, 30.7% Density, 6.7% Recurrence, 4.2% Temporal"
HS_89601459e73ffff,33.50850506229479,Low,1325,No Junction,Chikkabanavara,"CHI = 34 | 8.4% Junction, 24.8% Vehicle, 24.8% Violation, 24.9% Density, 9.5% Recurrence, 7.6% Temporal"
HS_8960145164bffff,33.488212127714114,Low,1326,No Junction,K.S. Layout,"CHI = 33 | 8.4% Junction, 26.4% Vehicle, 36.9% Violation, 16.1% Density, 3.8% Recurrence, 8.4% Temporal"
HS_8961892e007ffff,33.48169898362766,Low,1327,No Junction,Mahadevapura,"CHI = 33 | 8.4% Junction, 23.4% Vehicle, 34.4% Violation, 26.2% Density, 1.9% Recurrence, 5.7% Temporal"
HS_8961892e673ffff,33.4667722197324,Low,1328,No Junction,K.R. Pura,"CHI = 33 | 8.4% Junction, 23.0% Vehicle, 31.2% Violation, 25.8% Density, 7.3% Recurrence, 4.2% Temporal"
HS_89618926b57ffff,33.464585444688275,Low,1329,No Junction,Hulimavu,"CHI = 33 | 8.4% Junction, 26.6% Vehicle, 23.1% Violation, 25.4% Density, 9.0% Recurrence, 7.4% Temporal"
HS_8960169661bffff,33.464069588922705,Low,1330,No Junction,Yelahanka,"CHI = 33 | 8.4% Junction, 30.5% Vehicle, 31.7% Violation, 19.5% Density, 3.8% Recurrence, 6.1% Temporal"
HS_8961892ed6bffff,33.46175129399521,Low,1331,No Junction,Halasur,"CHI = 33 | 8.4% Junction, 28.3% Vehicle, 23.0% Violation, 25.8% Density, 7.9% Recurrence, 6.5% Temporal"
HS_89601459133ffff,33.45409230276496,Low,1332,No Junction,Peenya,"CHI = 33 | 8.4% Junction, 30.3% Vehicle, 31.7% Violation, 22.8% Density, 2.6% Recurrence, 4.2% Temporal"
HS_8961892540fffff,33.45268408986938,Low,1333,No Junction,Bellandur,"CHI = 33 | 8.4% Junction, 28.4% Vehicle, 24.4% Violation, 23.2% Density, 5.0% Recurrence, 10.6% Temporal"
HS_8960145b0cfffff,33.44205731125523,Low,1334,No Junction,Sheshadripuram,"CHI = 33 | 8.4% Junction, 27.9% Vehicle, 23.8% Violation, 28.3% Density, 6.7% Recurrence, 4.8% Temporal"
HS_8960145b067ffff,33.4267274990493,Low,1335,No Junction,Malleshwaram,"CHI = 33 | 8.5% Junction, 26.4% Vehicle, 28.2% Violation, 16.1% Density, 2.6% Recurrence, 18.3% Temporal"
HS_8960145b2afffff,33.42602570874114,Low,1336,No Junction,Malleshwaram,"CHI = 33 | 8.5% Junction, 30.6% Vehicle, 23.4% Violation, 24.5% Density, 6.2% Recurrence, 6.9% Temporal"
HS_89618924e23ffff,33.425923377481084,Low,1337,No Junction,J.P. Nagar,"CHI = 33 | 8.5% Junction, 32.7% Vehicle, 23.0% Violation, 20.8% Density, 6.2% Recurrence, 8.8% Temporal"
HS_8960145b69bffff,33.420396653054325,Low,1338,No Junction,R.T. Nagar,"CHI = 33 | 8.5% Junction, 27.2% Vehicle, 27.2% Violation, 25.4% Density, 6.7% Recurrence, 5.0% Temporal"
HS_89618924e8bffff,33.405052309120514,Low,1339,No Junction,J.P. Nagar,"CHI = 33 | 8.5% Junction, 26.2% Vehicle, 23.9% Violation, 26.2% Density, 9.5% Recurrence, 5.7% Temporal"
HS_89601458603ffff,33.38900446269497,Low,1340,No Junction,Vijayanagara,"CHI = 33 | 8.5% Junction, 26.9% Vehicle, 31.7% Violation, 20.9% Density, 3.2% Recurrence, 8.8% Temporal"
HS_8961892ee93ffff,33.386643305731994,Low,1341,No Junction,Banaswadi,"CHI = 33 | 8.5% Junction, 28.7% Vehicle, 21.8% Violation, 29.1% Density, 6.7% Recurrence, 5.2% Temporal"
HS_896189253abffff,33.38111827044949,Low,1342,No Junction,Jeevanbheemanagar,"CHI = 33 | 8.5% Junction, 28.0% Vehicle, 21.2% Violation, 27.6% Density, 10.6% Recurrence, 4.2% Temporal"
HS_89601458547ffff,33.37832843201117,Low,1343,No Junction,Jnanabharathi,"CHI = 33 | 8.5% Junction, 30.4% Vehicle, 37.0% Violation, 18.6% Density, 1.3% Recurrence, 4.2% Temporal"
HS_896189254abffff,33.37757940210513,Low,1344,No Junction,Bellandur,"CHI = 33 | 8.5% Junction, 23.4% Vehicle, 34.0% Violation, 22.5% Density, 5.0% Recurrence, 6.7% Temporal"
HS_896014595b3ffff,33.3333250079607,Low,1345,No Junction,Rajajinagar,"CHI = 33 | 8.5% Junction, 27.1% Vehicle, 31.8% Violation, 19.6% Density, 3.2% Recurrence, 9.9% Temporal"
HS_89618927347ffff,33.3333250079607,Low,1346,No Junction,Bellandur,"CHI = 33 | 8.5% Junction, 28.2% Vehicle, 30.6% Violation, 19.6% Density, 3.2% Recurrence, 9.9% Temporal"
HS_89618924363ffff,33.330929905125,Low,1347,No Junction,Mico Layout,"CHI = 33 | 11.7% Junction, 27.2% Vehicle, 25.7% Violation, 25.5% Density, 5.6% Recurrence, 4.2% Temporal"
HS_8960145968bffff,33.32742281936334,Low,1348,No Junction,Kodigehalli,"CHI = 33 | 8.5% Junction, 31.8% Vehicle, 28.0% Violation, 22.5% Density, 3.8% Recurrence, 5.4% Temporal"
HS_8961892ed5bffff,33.32701881384079,Low,1349,No Junction,Jeevanbheemanagar,"CHI = 33 | 8.5% Junction, 23.5% Vehicle, 27.7% Violation, 24.1% Density, 4.4% Recurrence, 11.8% Temporal"
HS_89618920c17ffff,33.30717647779158,Low,1350,No Junction,Whitefield,"CHI = 33 | 8.5% Junction, 25.1% Vehicle, 29.6% Violation, 24.6% Density, 6.2% Recurrence, 6.0% Temporal"
HS_89601458693ffff,33.291756649524515,Low,1351,No Junction,Vijayanagara,"CHI = 33 | 19.8% Junction, 31.8% Vehicle, 31.8% Violation, 11.0% Density, 1.3% Recurrence, 4.2% Temporal"
HS_89601696197ffff,33.2758323531784,Low,1352,No Junction,Yelahanka,"CHI = 33 | 8.5% Junction, 28.8% Vehicle, 31.8% Violation, 17.4% Density, 1.9% Recurrence, 11.5% Temporal"
HS_89618924817ffff,33.274717800063335,Low,1353,No Junction,Thalagattapura,"CHI = 33 | 8.5% Junction, 22.9% Vehicle, 29.4% Violation, 22.1% Density, 3.8% Recurrence, 13.4% Temporal"
HS_89618927227ffff,33.25407539726495,Low,1354,No Junction,Bellandur,"CHI = 33 | 8.5% Junction, 26.5% Vehicle, 23.7% Violation, 26.0% Density, 9.5% Recurrence, 5.8% Temporal"
HS_8961892cd2fffff,33.245937166916,Low,1355,No Junction,R.T. Nagar,"CHI = 33 | 8.5% Junction, 22.9% Vehicle, 28.0% Violation, 29.7% Density, 4.4% Recurrence, 6.5% Temporal"
HS_8960145841bffff,33.23497721830908,Low,1356,No Junction,Vijayanagara,"CHI = 33 | 12.8% Junction, 31.9% Vehicle, 30.5% Violation, 18.6% Density, 1.9% Recurrence, 4.3% Temporal"
HS_8960145a6bbffff,33.22292062272678,Low,1357,No Junction,Basavanagudi,"CHI = 33 | 8.5% Junction, 21.9% Vehicle, 32.6% Violation, 28.4% Density, 3.2% Recurrence, 5.3% Temporal"
HS_8960145b313ffff,33.222547630853484,Low,1358,No Junction,Malleshwaram,"CHI = 33 | 8.5% Junction, 28.9% Vehicle, 29.6% Violation, 22.6% Density, 3.8% Recurrence, 6.7% Temporal"
HS_8961892cb2fffff,33.20062556225876,Low,1359,No Junction,Kodigehalli,"CHI = 33 | 8.5% Junction, 25.2% Vehicle, 34.1% Violation, 24.7% Density, 3.2% Recurrence, 4.3% Temporal"
HS_89601690d8bffff,33.19463814830127,Low,1360,No Junction,Chikkajala,"CHI = 33 | 8.5% Junction, 31.4% Vehicle, 27.4% Violation, 24.7% Density, 1.9% Recurrence, 6.0% Temporal"
HS_89618920803ffff,33.177770861439335,Low,1361,No Junction,Whitefield,"CHI = 33 | 8.5% Junction, 31.9% Vehicle, 37.3% Violation, 8.2% Density, 1.3% Recurrence, 12.8% Temporal"
HS_89618920a5bffff,33.177770861439335,Low,1362,No Junction,Whitefield,"CHI = 33 | 8.5% Junction, 31.9% Vehicle, 37.3% Violation, 8.2% Density, 1.3% Recurrence, 12.8% Temporal"
HS_896014586bbffff,33.177770861439335,Low,1363,No Junction,Vijayanagara,"CHI = 33 | 8.5% Junction, 37.3% Vehicle, 31.9% Violation, 8.2% Density, 1.3% Recurrence, 12.8% Temporal"
HS_89601451e2bffff,33.177770861439335,Low,1364,No Junction,Kengeri,"CHI = 33 | 8.5% Junction, 31.9% Vehicle, 37.3% Violation, 8.2% Density, 1.3% Recurrence, 12.8% Temporal"
HS_896189259dbffff,33.177770861439335,Low,1365,No Junction,Jayanagara,"CHI = 33 | 8.5% Junction, 42.6% Vehicle, 26.6% Violation, 8.2% Density, 1.3% Recurrence, 12.8% Temporal"
HS_896189256cfffff,33.176512176525954,Low,1366,No Junction,HAL Old Airport,"CHI = 33 | 8.5% Junction, 27.5% Vehicle, 24.0% Violation, 28.5% Density, 5.6% Recurrence, 5.9% Temporal"
HS_8961892db2fffff,33.12373902616484,Low,1367,No Junction,Yelahanka,"CHI = 33 | 8.5% Junction, 31.0% Vehicle, 32.0% Violation, 21.0% Density, 3.2% Recurrence, 4.3% Temporal"
HS_8961892c31bffff,33.117114658017,Low,1368,No Junction,Hennuru,"CHI = 33 | 8.5% Junction, 30.4% Vehicle, 24.0% Violation, 25.2% Density, 6.7% Recurrence, 5.1% Temporal"
HS_89618927233ffff,33.10508493518014,Low,1369,No Junction,Bellandur,"CHI = 33 | 8.5% Junction, 30.7% Vehicle, 28.7% Violation, 23.5% Density, 4.4% Recurrence, 4.3% Temporal"
HS_89618924873ffff,33.1012665176287,Low,1370,No Junction,K.S. Layout,"CHI = 33 | 8.5% Junction, 24.9% Vehicle, 34.4% Violation, 19.7% Density, 4.4% Recurrence, 8.1% Temporal"
HS_89601459c9bffff,33.05589993682385,Low,1371,No Junction,Peenya,"CHI = 33 | 8.5% Junction, 24.9% Vehicle, 32.9% Violation, 21.7% Density, 6.2% Recurrence, 5.7% Temporal"
HS_89618921d53ffff,33.053243035149755,Low,1372,No Junction,Whitefield,"CHI = 33 | 8.5% Junction, 32.1% Vehicle, 42.7% Violation, 11.1% Density, 1.3% Recurrence, 4.3% Temporal"
HS_8961892cb6fffff,33.053243035149755,Low,1373,No Junction,Kodigehalli,"CHI = 33 | 8.5% Junction, 28.5% Vehicle, 46.3% Violation, 11.1% Density, 1.3% Recurrence, 4.3% Temporal"
HS_8960145b04bffff,33.03310143455908,Low,1374,No Junction,Sadashivanagar,"CHI = 33 | 8.6% Junction, 32.1% Vehicle, 35.6% Violation, 16.3% Density, 3.2% Recurrence, 4.3% Temporal"
HS_89618927143ffff,33.009111696646094,Low,1375,No Junction,Bellandur,"CHI = 33 | 8.6% Junction, 26.2% Vehicle, 38.0% Violation, 19.8% Density, 3.2% Recurrence, 4.3% Temporal"
HS_8961892cc1bffff,33.00374105137116,Low,1376,No Junction,K.G. Halli,"CHI = 33 | 8.6% Junction, 28.9% Vehicle, 23.3% Violation, 32.4% Density, 2.6% Recurrence, 4.3% Temporal"
HS_89618920b7bffff,32.99592494866928,Low,1377,No Junction,HAL Old Airport,"CHI = 33 | 8.6% Junction, 29.3% Vehicle, 24.2% Violation, 24.9% Density, 7.9% Recurrence, 5.2% Temporal"
HS_89618925c97ffff,32.99458390382299,Low,1378,No Junction,Mico Layout,"CHI = 33 | 8.6% Junction, 23.1% Vehicle, 31.5% Violation, 24.9% Density, 6.7% Recurrence, 5.2% Temporal"
HS_89601697237ffff,32.962330790910514,Low,1379,No Junction,Chikkajala,"CHI = 33 | 8.6% Junction, 32.1% Vehicle, 37.5% Violation, 8.3% Density, 0.7% Recurrence, 12.9% Temporal"
HS_8961892442bffff,32.952768511938565,Low,1380,No Junction,Electronic City,"CHI = 33 | 8.6% Junction, 26.0% Vehicle, 32.1% Violation, 22.7% Density, 5.0% Recurrence, 5.5% Temporal"
HS_896014585b7ffff,32.94847144563546,Low,1381,No Junction,Jnanabharathi,"CHI = 33 | 8.6% Junction, 24.7% Vehicle, 28.4% Violation, 25.4% Density, 7.9% Recurrence, 5.1% Temporal"
HS_896014585afffff,32.94140306036051,Low,1382,No Junction,Jnanabharathi,"CHI = 33 | 8.6% Junction, 30.0% Vehicle, 32.2% Violation, 14.9% Density, 3.2% Recurrence, 11.1% Temporal"
HS_896016900d7ffff,32.9357485314269,Low,1383,No Junction,Devanahalli Airport,"CHI = 33 | 8.6% Junction, 30.2% Vehicle, 21.8% Violation, 27.7% Density, 6.7% Recurrence, 4.9% Temporal"
HS_8961892ec8bffff,32.92608981194902,Low,1384,No Junction,Jeevanbheemanagar,"CHI = 33 | 8.6% Junction, 28.3% Vehicle, 37.0% Violation, 21.2% Density, 0.7% Recurrence, 4.3% Temporal"
HS_8960144b5a3ffff,32.90792206532388,Low,1385,No Junction,No Police Station,"CHI = 33 | 8.6% Junction, 22.2% Vehicle, 32.2% Violation, 22.8% Density, 3.8% Recurrence, 10.4% Temporal"
HS_8960145ae6bffff,32.90238822871078,Low,1386,No Junction,Jnanabharathi,"CHI = 33 | 8.6% Junction, 32.2% Vehicle, 32.2% Violation, 16.3% Density, 0.7% Recurrence, 10.0% Temporal"
HS_8960145b6bbffff,32.89654978354654,Low,1387,No Junction,High ground,"CHI = 33 | 8.6% Junction, 28.2% Vehicle, 27.5% Violation, 23.6% Density, 6.7% Recurrence, 5.4% Temporal"
HS_8961892ec0fffff,32.886338635644364,Low,1388,No Junction,Jeevanbheemanagar,"CHI = 33 | 8.6% Junction, 27.6% Vehicle, 23.4% Violation, 28.0% Density, 3.8% Recurrence, 8.6% Temporal"
HS_8960145a44fffff,32.88438217319698,Low,1389,No Junction,Basavanagudi,"CHI = 33 | 8.6% Junction, 30.1% Vehicle, 40.8% Violation, 14.9% Density, 1.3% Recurrence, 4.3% Temporal"
HS_8961892e2dbffff,32.876551922742195,Low,1390,No Junction,K.R. Pura,"CHI = 33 | 8.6% Junction, 23.6% Vehicle, 32.2% Violation, 14.9% Density, 2.6% Recurrence, 18.0% Temporal"
HS_8961892cb33ffff,32.87467320538176,Low,1391,No Junction,Kodigehalli,"CHI = 33 | 8.6% Junction, 31.2% Vehicle, 32.2% Violation, 20.6% Density, 3.2% Recurrence, 4.3% Temporal"
HS_896189266c3ffff,32.86754696135963,Low,1392,No Junction,Electronic City,"CHI = 33 | 8.6% Junction, 23.4% Vehicle, 37.1% Violation, 21.2% Density, 3.8% Recurrence, 5.9% Temporal"
HS_8960145925bffff,32.86754696135963,Low,1393,No Junction,Yelahanka,"CHI = 33 | 8.6% Junction, 28.3% Vehicle, 32.2% Violation, 21.2% Density, 3.8% Recurrence, 5.9% Temporal"
HS_89601691157ffff,32.83861158686956,Low,1394,No Junction,Devanahalli Airport,"CHI = 33 | 8.6% Junction, 32.3% Vehicle, 43.0% Violation, 11.2% Density, 0.7% Recurrence, 4.3% Temporal"
HS_8961892ee87ffff,32.83861158686956,Low,1395,No Junction,Banaswadi,"CHI = 33 | 8.6% Junction, 32.3% Vehicle, 43.0% Violation, 11.2% Density, 0.7% Recurrence, 4.3% Temporal"
HS_89601451e7bffff,32.83861158686956,Low,1396,No Junction,Kengeri,"CHI = 33 | 8.6% Junction, 32.3% Vehicle, 43.0% Violation, 11.2% Density, 0.7% Recurrence, 4.3% Temporal"
HS_8961892e0c3ffff,32.81950931434612,Low,1397,No Junction,Mahadevapura,"CHI = 33 | 8.6% Junction, 26.5% Vehicle, 26.9% Violation, 27.5% Density, 6.2% Recurrence, 4.3% Temporal"
HS_8961892eb4fffff,32.81598116557107,Low,1398,No Junction,K.G. Halli,"CHI = 33 | 8.6% Junction, 28.0% Vehicle, 36.6% Violation, 20.6% Density, 1.9% Recurrence, 4.3% Temporal"
HS_8961892ebabffff,32.700260593851375,Low,1399,No Junction,Pulikeshinagar(F.Town),"CHI = 33 | 8.6% Junction, 21.6% Vehicle, 32.8% Violation, 27.6% Density, 5.0% Recurrence, 4.3% Temporal"
HS_89601459567ffff,32.699644077568664,Low,1400,No Junction,Yeshwanthpura,"CHI = 33 | 8.6% Junction, 28.5% Vehicle, 32.4% Violation, 22.9% Density, 3.2% Recurrence, 4.3% Temporal"
HS_8960145864fffff,32.6981762723305,Low,1401,No Junction,Rajajinagar,"CHI = 33 | 8.6% Junction, 32.4% Vehicle, 35.1% Violation, 13.3% Density, 1.9% Recurrence, 8.6% Temporal"
HS_89601459137ffff,32.68469242826869,Low,1402,No Junction,Peenya,"CHI = 33 | 8.6% Junction, 28.2% Vehicle, 24.6% Violation, 29.3% Density, 5.0% Recurrence, 4.3% Temporal"
HS_8960145a347ffff,32.67658825862462,Low,1403,No Junction,Byatarayanapura,"CHI = 33 | 8.6% Junction, 23.2% Vehicle, 31.3% Violation, 28.2% Density, 3.8% Recurrence, 4.9% Temporal"
HS_8961892e60bffff,32.662611209657534,Low,1404,No Junction,K.R. Pura,"CHI = 33 | 8.6% Junction, 23.3% Vehicle, 29.9% Violation, 22.5% Density, 7.3% Recurrence, 8.3% Temporal"
HS_8961892443bffff,32.660780702149644,Low,1405,No Junction,Hulimavu,"CHI = 33 | 8.6% Junction, 32.4% Vehicle, 32.4% Violation, 19.0% Density, 3.2% Recurrence, 4.3% Temporal"
HS_8960145942bffff,32.647823798862575,Low,1406,No Junction,Yeshwanthpura,"CHI = 33 | 8.7% Junction, 25.2% Vehicle, 37.9% Violation, 22.0% Density, 1.9% Recurrence, 4.3% Temporal"
HS_8961892cc47ffff,32.61932307341668,Low,1407,No Junction,K.G. Halli,"CHI = 33 | 8.7% Junction, 25.5% Vehicle, 24.1% Violation, 31.8% Density, 5.6% Recurrence, 4.3% Temporal"
HS_89618927213ffff,32.617676185549,Low,1408,No Junction,Bellandur,"CHI = 33 | 8.7% Junction, 23.5% Vehicle, 28.9% Violation, 24.7% Density, 6.2% Recurrence, 8.2% Temporal"
HS_89601459e37ffff,32.610822149346305,Low,1409,No Junction,Chikkabanavara,"CHI = 33 | 8.7% Junction, 23.2% Vehicle, 24.8% Violation, 30.8% Density, 7.3% Recurrence, 5.2% Temporal"
HS_89618925673ffff,32.59014635688464,Low,1410,No Junction,HAL Old Airport,"CHI = 33 | 8.7% Junction, 23.8% Vehicle, 28.2% Violation, 20.7% Density, 5.6% Recurrence, 13.0% Temporal"
HS_89601459c03ffff,32.581058983042844,Low,1411,No Junction,Peenya,"CHI = 33 | 8.7% Junction, 23.2% Vehicle, 33.3% Violation, 23.0% Density, 5.0% Recurrence, 6.8% Temporal"
HS_8960145a59bffff,32.576215806400235,Low,1412,No Junction,K.S. Layout,"CHI = 33 | 8.7% Junction, 32.5% Vehicle, 36.1% Violation, 11.3% Density, 1.3% Recurrence, 10.1% Temporal"
HS_8961892ea57ffff,32.575858863548234,Low,1413,No Junction,Banaswadi,"CHI = 33 | 8.7% Junction, 25.3% Vehicle, 28.9% Violation, 24.7% Density, 6.2% Recurrence, 6.3% Temporal"
HS_896014585bbffff,32.55858625225089,Low,1414,No Junction,Jnanabharathi,"CHI = 33 | 8.7% Junction, 34.1% Vehicle, 32.5% Violation, 17.8% Density, 2.6% Recurrence, 4.3% Temporal"
HS_896189218c7ffff,32.55858625225088,Low,1415,No Junction,Mahadevapura,"CHI = 33 | 8.7% Junction, 31.0% Vehicle, 35.6% Violation, 17.8% Density, 2.6% Recurrence, 4.3% Temporal"
HS_8961892c4b7ffff,32.53635489128289,Low,1416,No Junction,Banaswadi,"CHI = 33 | 8.7% Junction, 24.7% Vehicle, 31.6% Violation, 21.4% Density, 6.2% Recurrence, 7.5% Temporal"
HS_8960145b61bffff,32.51752437779306,Low,1417,No Junction,R.T. Nagar,"CHI = 33 | 8.7% Junction, 26.4% Vehicle, 29.5% Violation, 23.0% Density, 5.6% Recurrence, 6.8% Temporal"
HS_89601458e5bffff,32.512355526183455,Low,1418,No Junction,Kamakshipalya,"CHI = 33 | 8.7% Junction, 21.7% Vehicle, 32.6% Violation, 25.2% Density, 1.9% Recurrence, 9.8% Temporal"
HS_8961892428bffff,32.50259053674092,Low,1419,No Junction,HSR Layout,"CHI = 33 | 8.7% Junction, 22.6% Vehicle, 32.6% Violation, 22.1% Density, 6.7% Recurrence, 7.2% Temporal"
HS_89601459357ffff,32.483902378105824,Low,1420,No Junction,Jalahalli,"CHI = 32 | 8.7% Junction, 34.0% Vehicle, 32.6% Violation, 19.1% Density, 1.3% Recurrence, 4.3% Temporal"
HS_89618924b47ffff,32.46223001831506,Low,1421,No Junction,K.S. Layout,"CHI = 32 | 8.7% Junction, 32.6% Vehicle, 27.2% Violation, 8.4% Density, 1.3% Recurrence, 21.8% Temporal"
HS_8961892c103ffff,32.46223001831506,Low,1422,No Junction,Hennuru,"CHI = 32 | 8.7% Junction, 21.8% Vehicle, 38.1% Violation, 8.4% Density, 1.3% Recurrence, 21.8% Temporal"
HS_896016966c3ffff,32.46223001831506,Low,1423,No Junction,Yelahanka,"CHI = 32 | 8.7% Junction, 27.2% Vehicle, 32.6% Violation, 8.4% Density, 1.3% Recurrence, 21.8% Temporal"
HS_896016965b3ffff,32.45275025181748,Low,1424,No Junction,Kodigehalli,"CHI = 32 | 8.7% Junction, 32.6% Vehicle, 32.6% Violation, 19.1% Density, 2.6% Recurrence, 4.4% Temporal"
HS_896189243dbffff,32.44490285710412,Low,1425,No Junction,Madiwala,"CHI = 32 | 8.7% Junction, 23.5% Vehicle, 25.2% Violation, 29.4% Density, 7.3% Recurrence, 6.0% Temporal"
HS_896014585abffff,32.44165177393419,Low,1426,No Junction,Jnanabharathi,"CHI = 32 | 8.7% Junction, 26.1% Vehicle, 32.7% Violation, 15.1% Density, 2.6% Recurrence, 14.8% Temporal"
HS_8961892ea83ffff,32.44165177393419,Low,1427,No Junction,Banaswadi,"CHI = 32 | 8.7% Junction, 30.5% Vehicle, 28.3% Violation, 15.1% Density, 2.6% Recurrence, 14.8% Temporal"
HS_89618925567ffff,32.42612296700834,Low,1428,No Junction,HSR Layout,"CHI = 32 | 8.7% Junction, 27.8% Vehicle, 23.0% Violation, 30.1% Density, 5.0% Recurrence, 5.3% Temporal"
HS_896189242d7ffff,32.42603312009184,Low,1429,No Junction,HSR Layout,"CHI = 32 | 8.7% Junction, 26.9% Vehicle, 23.3% Violation, 30.1% Density, 3.2% Recurrence, 7.7% Temporal"
HS_896189248cbffff,32.41819750176899,Low,1430,No Junction,J.P. Nagar,"CHI = 32 | 8.7% Junction, 25.2% Vehicle, 29.2% Violation, 25.3% Density, 4.4% Recurrence, 7.1% Temporal"
HS_8960145a6a3ffff,32.409225004943586,Low,1431,No Junction,Basavanagudi,"CHI = 32 | 8.7% Junction, 24.8% Vehicle, 31.7% Violation, 26.7% Density, 3.8% Recurrence, 4.4% Temporal"
HS_8960145b363ffff,32.40037566708841,Low,1432,No Junction,Malleshwaram,"CHI = 32 | 8.7% Junction, 30.7% Vehicle, 27.7% Violation, 21.5% Density, 3.8% Recurrence, 7.5% Temporal"
HS_8960145ae2bffff,32.38702264836051,Low,1433,No Junction,Jnanabharathi,"CHI = 32 | 8.7% Junction, 29.1% Vehicle, 34.5% Violation, 16.6% Density, 3.8% Recurrence, 7.3% Temporal"
HS_8961892093bffff,32.37830199662694,Low,1434,No Junction,HAL Old Airport,"CHI = 32 | 8.7% Junction, 25.6% Vehicle, 31.1% Violation, 25.8% Density, 4.4% Recurrence, 4.4% Temporal"
HS_896189255c3ffff,32.3650559940779,Low,1435,No Junction,Bellandur,"CHI = 32 | 8.7% Junction, 32.7% Vehicle, 32.7% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_89618925427ffff,32.3650559940779,Low,1436,No Junction,Bellandur,"CHI = 32 | 8.7% Junction, 32.7% Vehicle, 32.7% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_89618926687ffff,32.3650559940779,Low,1437,No Junction,Electronic City,"CHI = 32 | 8.7% Junction, 32.7% Vehicle, 32.7% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_8961892c493ffff,32.3650559940779,Low,1438,No Junction,K.R. Pura,"CHI = 32 | 8.7% Junction, 32.7% Vehicle, 32.7% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_8961892517bffff,32.3650559940779,Low,1439,No Junction,Ashok Nagar,"CHI = 32 | 8.7% Junction, 32.7% Vehicle, 32.7% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_89618925c5bffff,32.3650559940779,Low,1440,No Junction,Adugodi,"CHI = 32 | 8.7% Junction, 32.7% Vehicle, 32.7% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_8961892724fffff,32.3650559940779,Low,1441,No Junction,Bellandur,"CHI = 32 | 8.7% Junction, 32.7% Vehicle, 32.7% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_89601696417ffff,32.3650559940779,Low,1442,No Junction,Yelahanka,"CHI = 32 | 8.7% Junction, 32.7% Vehicle, 32.7% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_8960145a00bffff,32.3650559940779,Low,1443,No Junction,Byatarayanapura,"CHI = 32 | 8.7% Junction, 32.7% Vehicle, 32.7% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_89601459ec7ffff,32.3650559940779,Low,1444,No Junction,Chikkabanavara,"CHI = 32 | 8.7% Junction, 32.7% Vehicle, 32.7% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_89601696507ffff,32.3650559940779,Low,1445,No Junction,Kodigehalli,"CHI = 32 | 8.7% Junction, 32.7% Vehicle, 32.7% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_8960145b6d7ffff,32.3650559940779,Low,1446,No Junction,R.T. Nagar,"CHI = 32 | 8.7% Junction, 32.7% Vehicle, 32.7% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_8960169692bffff,32.3650559940779,Low,1447,No Junction,Chikkabanavara,"CHI = 32 | 8.7% Junction, 32.7% Vehicle, 32.7% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_8960145ad8bffff,32.3650559940779,Low,1448,No Junction,Kengeri,"CHI = 32 | 8.7% Junction, 21.8% Vehicle, 43.6% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_89618924b8bffff,32.3650559940779,Low,1449,No Junction,K.S. Layout,"CHI = 32 | 8.7% Junction, 32.7% Vehicle, 32.7% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_8960145ac57ffff,32.3650559940779,Low,1450,No Junction,Kengeri,"CHI = 32 | 8.7% Junction, 21.8% Vehicle, 43.6% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_8961892188fffff,32.3650559940779,Low,1451,No Junction,Mahadevapura,"CHI = 32 | 8.7% Junction, 21.8% Vehicle, 43.6% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
HS_89601459c53ffff,32.3650559940779,Low,1452,No Junction,Peenya,"CHI = 32 | 8.7% Junction, 21.8% Vehicle, 43.6% Violation, 3.3% Density, 0.7% Recurrence, 21.8% Temporal"
