spatiotemporal_hotspot_id,temporal_block,violation_count,dominant_junction,dominant_vehicle_type,dominant_violation_type,dominant_police_station
8961892ee53ffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,NO PARKING,Banaswadi
89618925ca7ffff_Night_21-07,Night (21-07),8,"BTP163 - 16th Main Road, BTM Layout",OTHER,WRONG PARKING,Mico Layout
8960145b113ffff_Morning_Rush_07-10,Morning Rush (07-10),8,BTP061 - Bhashyam Circle,CAR_JEEP,WRONG PARKING,Rajajinagar
8960145841bffff_Night_21-07,Night (21-07),8,No Junction,BUS,WRONG PARKING,Vijayanagara
89601458433ffff_Morning_Rush_07-10,Morning Rush (07-10),8,No Junction,TWO_WHEELER,WRONG PARKING,Vijayanagara
8960145b3cfffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,NO PARKING,Malleshwaram
8960145a843ffff_Night_21-07,Night (21-07),8,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,Jnanabharathi
89618925d6fffff_Morning_Rush_07-10,Morning Rush (07-10),8,No Junction,TWO_WHEELER,WRONG PARKING,Jayanagara
89618920cbbffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,NO PARKING,Whitefield
8960145b107ffff_Evening_Rush_16-21,Evening Rush (16-21),8,"BTP024 - NPS, Vijayanagar",CAR_JEEP,WRONG PARKING,Vijayanagara
896189219afffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,WRONG PARKING,Mahadevapura
8961892614bffff_Evening_Rush_16-21,Evening Rush (16-21),8,No Junction,BUS,NO PARKING,Electronic City
8961892e897ffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,NO PARKING,Jeevanbheemanagar
89601459babffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,WRONG PARKING,No Police Station
89618925377ffff_Evening_Rush_16-21,Evening Rush (16-21),8,BTP146 - Domlur Water Tank,TWO_WHEELER,NO PARKING,Halasur
8960145946bffff_Night_21-07,Night (21-07),8,No Junction,AUTO_RICKSHAW,NO PARKING,Jalahalli
89601697477ffff_Night_21-07,Night (21-07),8,No Junction,BUS,WRONG PARKING,Chikkajala
8961892c927ffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
8960145a22bffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,WRONG PARKING,Vijayanagara
8961892c4b3ffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,WRONG PARKING,Banaswadi
8961892c1afffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,NO PARKING,Hennuru
8961892443bffff_Night_21-07,Night (21-07),8,No Junction,BUS,WRONG PARKING,Hulimavu
8961892e93bffff_Evening_Rush_16-21,Evening Rush (16-21),8,No Junction,CAR_JEEP,NO PARKING,Shivajinagar
896189276c3ffff_Evening_Rush_16-21,Evening Rush (16-21),8,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,Whitefield
89618924a17ffff_Night_21-07,Night (21-07),8,BTP196 - Sarakki Main Road,AUTO_RICKSHAW,WRONG PARKING,J.P. Nagar
8960145a2a3ffff_Night_21-07,Night (21-07),8,"BTP095 - Satellite Bus Stand, Mysore Road",CAR_JEEP,NO PARKING,Byatarayanapura
89618924e8fffff_Night_21-07,Night (21-07),8,No Junction,AUTO_RICKSHAW,NO PARKING,J.P. Nagar
8961892549bffff_Night_21-07,Night (21-07),8,No Junction,LIGHT_COMMERCIAL,NO PARKING,HAL Old Airport
89601458c7bffff_Night_21-07,Night (21-07),8,No Junction,HEAVY_COMMERCIAL,NO PARKING,Kamakshipalya
89601459357ffff_Night_21-07,Night (21-07),8,No Junction,BUS,WRONG PARKING,Jalahalli
896014594cbffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,NO PARKING,Kodigehalli
8961892e60fffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,WRONG PARKING,K.R. Pura
89618924a03ffff_Morning_Rush_07-10,Morning Rush (07-10),8,BTP196 - Sarakki Main Road,TWO_WHEELER,WRONG PARKING,J.P. Nagar
896016965b3ffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
8961892e5cbffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Mahadevapura
8961892522bffff_Morning_Rush_07-10,Morning Rush (07-10),8,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar
8961892cb63ffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,WRONG PARKING,Kodigehalli
8961892cb43ffff_Morning_Rush_07-10,Morning Rush (07-10),8,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
8961892526fffff_Morning_Rush_07-10,Morning Rush (07-10),8,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar
8960145918bffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,WRONG PARKING,Yeshwanthpura
896016966c7ffff_Morning_Rush_07-10,Morning Rush (07-10),8,No Junction,BUS,WRONG PARKING,Yelahanka
8961892c9cbffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,NO PARKING,Hebbala
89601690157ffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,NO PARKING,Devanahalli Airport
89618925343ffff_Evening_Rush_16-21,Evening Rush (16-21),8,No Junction,TWO_WHEELER,NO PARKING,Jeevanbheemanagar
8960169046bffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,NO PARKING,Devanahalli Airport
8960145a12bffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,WRONG PARKING,Byatarayanapura
8960169661bffff_Night_21-07,Night (21-07),8,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,Yelahanka
8961892e4afffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,NO PARKING,Mahadevapura
8961892cb8fffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
8960145a15bffff_Night_21-07,Night (21-07),8,BTP098 - Nayandahalli Junction,HEAVY_COMMERCIAL,PARKING IN A MAIN ROAD,Byatarayanapura
896014590d7ffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,WRONG PARKING,Jalahalli
8961892cbc7ffff_Morning_Rush_07-10,Morning Rush (07-10),8,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
89618924393ffff_Morning_Rush_07-10,Morning Rush (07-10),8,No Junction,TWO_WHEELER,WRONG PARKING,Madiwala
8960145a2d3ffff_Evening_Rush_16-21,Evening Rush (16-21),8,BTP091 - Sirsi Circle,HEAVY_COMMERCIAL,PARKING IN A MAIN ROAD,Chamarajpet
89601458697ffff_Morning_Rush_07-10,Morning Rush (07-10),8,BTP207 - 8th Main Road Basaveshwara Nagar,CAR_JEEP,WRONG PARKING,Vijayanagara
896189266c7ffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,PARKING ON FOOTPATH,Electronic City
89618924a5bffff_Morning_Rush_07-10,Morning Rush (07-10),8,"BTP177 - Aurobindo Circle, ORR",CAR_JEEP,NO PARKING,Jayanagara
8961892e9b7ffff_Office_Hours_10-16,Office Hours (10-16),8,BTP051 - Safina Plaza Junction,AUTO_RICKSHAW,NO PARKING,Cubbon Park
8960145a423ffff_Morning_Rush_07-10,Morning Rush (07-10),8,BTP155 - Katriguppe Junction,TWO_WHEELER,NO PARKING,Banashankari
8960145a433ffff_Night_21-07,Night (21-07),8,BTP156 - Kamakya Junction,AUTO_RICKSHAW,WRONG PARKING,Banashankari
89618924b93ffff_Morning_Rush_07-10,Morning Rush (07-10),8,No Junction,TWO_WHEELER,NO PARKING,K.S. Layout
89618920a37ffff_Morning_Rush_07-10,Morning Rush (07-10),8,No Junction,CAR_JEEP,WRONG PARKING,HAL Old Airport
8961892644bffff_Night_21-07,Night (21-07),8,No Junction,HEAVY_COMMERCIAL,PARKING IN A MAIN ROAD,Electronic City
89601458547ffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,NO PARKING,Jnanabharathi
8961892ea4fffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,NO PARKING,Banaswadi
896016960cfffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,NO PARKING,Yelahanka
8961892dd57ffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,NO PARKING,Hennuru
8960145a4abffff_Night_21-07,Night (21-07),8,BTP158 - Devegowda Petrol Bunk,CAR_JEEP,NO PARKING,Banashankari
896189255d3ffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,NO PARKING,Bellandur
89618926217ffff_Morning_Rush_07-10,Morning Rush (07-10),8,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Electronic City
89618926213ffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,NO PARKING,Electronic City
8961892e9b3ffff_Morning_Rush_07-10,Morning Rush (07-10),8,BTP051 - Safina Plaza Junction,LIGHT_COMMERCIAL,WRONG PARKING,Cubbon Park
8960145939bffff_Evening_Rush_16-21,Evening Rush (16-21),8,No Junction,TWO_WHEELER,NO PARKING,Jalahalli
8960145a3afffff_Morning_Rush_07-10,Morning Rush (07-10),8,No Junction,CAR_JEEP,NO PARKING,Byatarayanapura
8961892e95bffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,WRONG PARKING,Pulikeshinagar(F.Town)
89618924e23ffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,NO PARKING,J.P. Nagar
8961892097bffff_Evening_Rush_16-21,Evening Rush (16-21),8,No Junction,CAR_JEEP,WRONG PARKING,HAL Old Airport
8960145862fffff_Morning_Rush_07-10,Morning Rush (07-10),8,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Rajajinagar
8961892e973ffff_Morning_Rush_07-10,Morning Rush (07-10),8,No Junction,TWO_WHEELER,NO PARKING,Pulikeshinagar(F.Town)
89618927113ffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,NO PARKING,Electronic City
89601458603ffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,WRONG PARKING,Vijayanagara
89618924e0bffff_Night_21-07,Night (21-07),8,No Junction,CAR_JEEP,NO PARKING,J.P. Nagar
8961892ce0bffff_Night_21-07,Night (21-07),8,No Junction,TWO_WHEELER,NO PARKING,Hennuru
8961892e9abffff_Evening_Rush_16-21,Evening Rush (16-21),8,BTP051 - Safina Plaza Junction,TWO_WHEELER,WRONG PARKING,Shivajinagar
89618925997ffff_Evening_Rush_16-21,Evening Rush (16-21),7,"BTP226 - 33rd Cross, 11th Main, Jayanagar",CAR_JEEP,NO PARKING,Jayanagara
8961892e2cbffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,CAR_JEEP,NO PARKING,K.R. Pura
8961892cd3bffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,TWO_WHEELER,WRONG PARKING,R.T. Nagar
89618924873ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,NO PARKING,K.S. Layout
89618925ab3ffff_Night_21-07,Night (21-07),7,BTP132 - Anepalya Junction,AUTO_RICKSHAW,NO PARKING,Ashok Nagar
89618924a47ffff_Morning_Rush_07-10,Morning Rush (07-10),7,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",CAR_JEEP,NO PARKING,Jayanagara
89618924adbffff_Morning_Rush_07-10,Morning Rush (07-10),7,"BTP197 - 9th Cross, 24th Main, JP Nagar",CAR_JEEP,WRONG PARKING,J.P. Nagar
89618925aa3ffff_Night_21-07,Night (21-07),7,BTP172 - Nanjappa Circle,TWO_WHEELER,NO PARKING,Ashok Nagar
896189251a7ffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,CAR_JEEP,NO PARKING,Adugodi
89618924c5bffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,TWO_WHEELER,WRONG PARKING,J.P. Nagar
8961892db6fffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,CAR_JEEP,WRONG PARKING,Yelahanka
89618934a47ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,PARKING ON FOOTPATH,Electronic City
8961892e00fffff_Night_21-07,Night (21-07),7,No Junction,AUTO_RICKSHAW,WRONG PARKING,Mahadevapura
8961892cc9bffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,K.G. Halli
8961892490bffff_Night_21-07,Night (21-07),7,No Junction,AUTO_RICKSHAW,NO PARKING,Thalagattapura
8961892f5a7ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,K.R. Pura
89618925a23ffff_Evening_Rush_16-21,Evening Rush (16-21),7,BTP100 - Richmond Circle,TWO_WHEELER,NO PARKING,Ashok Nagar
89618925a4fffff_Office_Hours_10-16,Office Hours (10-16),7,No Junction,TWO_WHEELER,WRONG PARKING,Ashok Nagar
89618924a63ffff_Morning_Rush_07-10,Morning Rush (07-10),7,"BTP113 - 27th Cross, Pai Vista, KR Road",TWO_WHEELER,NO PARKING,Banashankari
8961892f557ffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,CAR_JEEP,NO PARKING,K.R. Pura
89618924a2fffff_Night_21-07,Night (21-07),7,BTP157 - Kadirenahalli Cross,CAR_JEEP,WRONG PARKING,K.S. Layout
8961892e253ffff_Night_21-07,Night (21-07),7,No Junction,HEAVY_COMMERCIAL,NO PARKING,K.R. Pura
89618924c53ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,WRONG PARKING,Hulimavu
8961892cc0bffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,NO PARKING,K.G. Halli
896189244c7ffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,AUTO_RICKSHAW,WRONG PARKING,Electronic City
8961892ed43ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Jeevanbheemanagar
8961892ed3bffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,CAR_JEEP,NO PARKING,Halasur
89618925527ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,WRONG PARKING,HSR Layout
8961892ec0fffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,TWO_WHEELER,NO PARKING,Jeevanbheemanagar
89618925ccbffff_Night_21-07,Night (21-07),7,No Junction,AUTO_RICKSHAW,NO PARKING,Adugodi
89618925867ffff_Morning_Rush_07-10,Morning Rush (07-10),7,"BTP123 - 10th Cross, Wilson Garden",TWO_WHEELER,NO PARKING,Wilson Garden
89618925d13ffff_Night_21-07,Night (21-07),7,"BTP202 - East End Main Road, Jayanagar",TWO_WHEELER,PARKING IN A MAIN ROAD,Mico Layout
89618925d4fffff_Night_21-07,Night (21-07),7,"BTP127 - Sagar Hospital, Jayanagar",TWO_WHEELER,NO PARKING,Jayanagara
89618925847ffff_Night_21-07,Night (21-07),7,BTP134 - Mico Bande,HEAVY_COMMERCIAL,NO PARKING,Adugodi
896189242cfffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,WRONG PARKING,HSR Layout
89618924223ffff_Office_Hours_10-16,Office Hours (10-16),7,No Junction,BUS,NO PARKING,HSR Layout
8961892e9bbffff_Office_Hours_10-16,Office Hours (10-16),7,BTP051 - Safina Plaza Junction,AUTO_RICKSHAW,WRONG PARKING,Shivajinagar
8961892eba7ffff_Night_21-07,Night (21-07),7,No Junction,TWO_WHEELER,WRONG PARKING,Pulikeshinagar(F.Town)
89618925843ffff_Evening_Rush_16-21,Evening Rush (16-21),7,BTP132 - Anepalya Junction,CAR_JEEP,NO PARKING,Adugodi
8961892e9cfffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,CAR_JEEP,PARKING ON FOOTPATH,Pulikeshinagar(F.Town)
8961892ea27ffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,TWO_WHEELER,NO PARKING,K.G. Halli
89618924233ffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,CAR_JEEP,WRONG PARKING,HSR Layout
8961892ea47ffff_Office_Hours_10-16,Office Hours (10-16),7,No Junction,TWO_WHEELER,WRONG PARKING,Banaswadi
8961892424bffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,NO PARKING,Madiwala
896189255cfffff_Night_21-07,Night (21-07),7,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur
8961892eb6bffff_Night_21-07,Night (21-07),7,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,K.G. Halli
89618925c17ffff_Morning_Rush_07-10,Morning Rush (07-10),7,BTP137 - Madiwala Traffic PS Junction,AUTO_RICKSHAW,NO PARKING,Madiwala
8961892728bffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur
8961892e92fffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,AUTO_RICKSHAW,WRONG PARKING,Shivajinagar
8961892e5b7ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,NO PARKING,HAL Old Airport
8961892ed2fffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,AUTO_RICKSHAW,NO PARKING,Halasur
8961892cb2bffff_Night_21-07,Night (21-07),7,No Junction,OTHER,WRONG PARKING,Kodigehalli
89618924817ffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,TWO_WHEELER,WRONG PARKING,Thalagattapura
8961892ca77ffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,TWO_WHEELER,WRONG PARKING,Hebbala
89618925947ffff_Office_Hours_10-16,Office Hours (10-16),7,"BTP186 - 9th Cross, 4th Main, Jayanagar",TWO_WHEELER,WRONG PARKING,Wilson Garden
89618925b4bffff_Night_21-07,Night (21-07),7,BTP076 - Hudson Circle,HEAVY_COMMERCIAL,NO PARKING,Halasuru Gate
8961892462bffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,TWO_WHEELER,PARKING IN A MAIN ROAD,HSR Layout
8961892c97bffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
8961892eab3ffff_Night_21-07,Night (21-07),7,No Junction,TWO_WHEELER,WRONG PARKING,Banaswadi
8961892e913ffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,CAR_JEEP,NO PARKING,Pulikeshinagar(F.Town)
89618925937ffff_Night_21-07,Night (21-07),7,"BTP112 - 14th Cross, KR Road",CAR_JEEP,NO PARKING,Banashankari
8961892c96bffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
8961892eca7ffff_Office_Hours_10-16,Office Hours (10-16),7,No Junction,TWO_WHEELER,NO PARKING,Jeevanbheemanagar
8961892ec8fffff_Night_21-07,Night (21-07),7,No Junction,TWO_WHEELER,NO PARKING,Jeevanbheemanagar
8961892c95bffff_Night_21-07,Night (21-07),7,No Junction,AUTO_RICKSHAW,NO PARKING,Kodigehalli
8961892c8d3ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,WRONG PARKING,Hennuru
8961892ec7bffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,AUTO_RICKSHAW,PARKING IN A MAIN ROAD,Banaswadi
89618927663ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,WRONG PARKING,Whitefield
896189242d7ffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,CAR_JEEP,WRONG PARKING,HSR Layout
89618935b4fffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,NO PARKING,Electronic City
8960145ae03ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,WRONG PARKING,Jnanabharathi
8960145b4dbffff_Evening_Rush_16-21,Evening Rush (16-21),7,BTP211 - Central Street Junction,TWO_WHEELER,WRONG PARKING,Shivajinagar
89601459e17ffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,CAR_JEEP,NO PARKING,Chikkabanavara
8960145813bffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,TWO_WHEELER,NO PARKING,Kamakshipalya
8960145a133ffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,CAR_JEEP,NO PARKING,Kengeri
89601696423ffff_Night_21-07,Night (21-07),7,No Junction,TWO_WHEELER,WRONG PARKING,Yelahanka
896014585bbffff_Night_21-07,Night (21-07),7,No Junction,BUS,WRONG PARKING,Jnanabharathi
89601458127ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,WRONG PARKING,Kamakshipalya
8960145b327ffff_Morning_Rush_07-10,Morning Rush (07-10),7,BTP023 - Mahalaxmi Layout Entrance,TWO_WHEELER,WRONG PARKING,Rajajinagar
89601458413ffff_Night_21-07,Night (21-07),7,BTP214 - 5th Main Chamrajpet  Junction,CAR_JEEP,WRONG PARKING,Vijayanagara
89601459857ffff_Night_21-07,Night (21-07),7,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,No Police Station
8960145969bffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,CAR_JEEP,NO PARKING,Kodigehalli
89601690083ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,NO PARKING,Devanahalli Airport
8960145a653ffff_Morning_Rush_07-10,Morning Rush (07-10),7,BTP106 - VV Puram College,CAR_JEEP,NO PARKING,V.V.Puram (C.Pet)
8960169644bffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,CAR_JEEP,WRONG PARKING,Yelahanka
896014596c3ffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
89618920807ffff_Night_21-07,Night (21-07),7,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,Whitefield
89601458433ffff_Night_21-07,Night (21-07),7,No Junction,TWO_WHEELER,WRONG PARKING,Vijayanagara
8960145a26fffff_Evening_Rush_16-21,Evening Rush (16-21),7,BTP020 - Hosahalli Metro Station,CAR_JEEP,WRONG PARKING,Vijayanagara
89618921817ffff_Night_21-07,Night (21-07),7,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,Mahadevapura
8960145b34fffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,AUTO_RICKSHAW,NO PARKING,Yeshwanthpura
89601451257ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,WRONG PARKING,Kengeri
8960145952bffff_Night_21-07,Night (21-07),7,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,Yeshwanthpura
8960145b2b7ffff_Night_21-07,Night (21-07),7,No Junction,TWO_WHEELER,WRONG PARKING,Sadashivanagar
8960145a4c7ffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,TWO_WHEELER,WRONG PARKING,Banashankari
89601696027ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,NO PARKING,Yelahanka
896014595cfffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,CAR_JEEP,WRONG PARKING,Yeshwanthpura
8960145b10bffff_Morning_Rush_07-10,Morning Rush (07-10),7,"BTP210 - 50th cross, 12th Main , Rajajinagar",CAR_JEEP,WRONG PARKING,Rajajinagar
8960145a1a7ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,NO PARKING,Kengeri
8960145b16bffff_Office_Hours_10-16,Office Hours (10-16),7,BTP027 - Modi Bridge Junction,TWO_WHEELER,WRONG PARKING,Vijayanagara
896016960d7ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,WRONG PARKING,Yelahanka
896014582dbffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,Rajajinagar
89601459407ffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,CAR_JEEP,WRONG PARKING,Yeshwanthpura
896014592b3ffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,CAR_JEEP,NO PARKING,Jalahalli
8960145b293ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,NO PARKING,Sadashivanagar
89601459b07ffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,TWO_WHEELER,WRONG PARKING,No Police Station
8960145b017ffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,TWO_WHEELER,NO PARKING,Sheshadripuram
8960145b66fffff_Night_21-07,Night (21-07),7,No Junction,TWO_WHEELER,WRONG PARKING,R.T. Nagar
8960145a2b3ffff_Evening_Rush_16-21,Evening Rush (16-21),7,"BTP094 - Sri Skanda Complex, Mysore Road",HEAVY_COMMERCIAL,NO PARKING,Byatarayanapura
896016911bbffff_Night_21-07,Night (21-07),7,No Junction,HEAVY_COMMERCIAL,NO PARKING,Devanahalli Airport
8960145a28fffff_Night_21-07,Night (21-07),7,"BTP093 - Toll Gate, Mysore Road",CAR_JEEP,NO PARKING,Byatarayanapura
8960145a14bffff_Evening_Rush_16-21,Evening Rush (16-21),7,BTP098 - Nayandahalli Junction,LIGHT_COMMERCIAL,WRONG PARKING,Byatarayanapura
8960145a283ffff_Evening_Rush_16-21,Evening Rush (16-21),7,"BTP093 - Toll Gate, Mysore Road",CAR_JEEP,NO PARKING,Chamarajpet
89601690c23ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,NO PARKING,Chikkajala
8960145b0cbffff_Morning_Rush_07-10,Morning Rush (07-10),7,BTP032 - Windsor Circle,CAR_JEEP,NO PARKING,Sheshadripuram
8960145b3abffff_Morning_Rush_07-10,Morning Rush (07-10),7,"BTP001 - 10th Cross, Dr. Rajkumar Road",TWO_WHEELER,WRONG PARKING,Malleshwaram
8960145a08bffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,TWO_WHEELER,WRONG PARKING,Banashankari
896189218c7ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Mahadevapura
8960145a883ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,WRONG PARKING,Kengeri
8960145850fffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,CAR_JEEP,NO PARKING,Jnanabharathi
8960145a68fffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,CAR_JEEP,NO PARKING,Basavanagudi
8960145a463ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,NO PARKING,Banashankari
8960145b40bffff_Night_21-07,Night (21-07),7,BTP047 - Vidhan Soudha Metro Station,CAR_JEEP,WRONG PARKING,Cubbon Park
89601458037ffff_Morning_Rush_07-10,Morning Rush (07-10),7,No Junction,AUTO_RICKSHAW,WRONG PARKING,Kamakshipalya
89601459557ffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,TWO_WHEELER,NO PARKING,Yeshwanthpura
896016976a7ffff_Night_21-07,Night (21-07),7,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Chikkajala
8960145a68fffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,TWO_WHEELER,WRONG PARKING,Basavanagudi
896016901d7ffff_Evening_Rush_16-21,Evening Rush (16-21),7,No Junction,CAR_JEEP,NO PARKING,Devanahalli Airport
8960145a3cfffff_Evening_Rush_16-21,Evening Rush (16-21),6,BTP017 - Attiguppe Circle,CAR_JEEP,NO PARKING,Byatarayanapura
8961892cbd7ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,WRONG PARKING,Hebbala
89618920aa3ffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,AUTO_RICKSHAW,WRONG PARKING,Whitefield
8960145827bffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,OTHER,WRONG PARKING,Peenya
